x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,time,event
1.4758759565489434,-1.7760962652683985,4.915642143732608,122.0,98.09469769608296,5.9723859280218985,1.6608034045711335,-1.864063786502078,118.0,7.660346681116467,0.0,0.0
6.962668539222129,-1.2525905815471325,19.44499048455772,111.0,-8.769640094305377,8.096565101760223,23.921275087245853,-0.45135907501707906,131.0,-1.8369685782461018,0.0,0.0
4.9745840670381245,-1.44348816192596,-2.9237690233389415,109.0,69.89862850599363,5.883239286894121,11.30193689545979,-3.209809021647171,132.0,0.8255550310511,2.1496331269706883,1.0
6.565848104993506,-0.20930157458553614,15.752278871632942,118.0,-9.126212633305467,7.2063707568031194,15.29555155697917,-1.7073232966184209,117.0,2.5511609437861136,1.311286188321713,1.0
8.185607274032188,0.9970266617940896,8.567675956160171,119.0,24.094598270067536,7.853564540695945,12.516080208950036,-0.04774895105425298,127.0,6.0018352923133325,0.21549555909916265,1.0
7.260919076392085,3.9714658057477292,10.274987149810904,121.0,27.857724721345377,2.5588474231016,11.816517462884331,-1.0253554451479687,117.0,6.045798031585051,0.5944841151820852,1.0
-1.408025756243791,0.13564189394405954,33.10285279604523,111.0,8.478077542419015,7.5579063009491705,15.263061683139604,-0.22010858089645327,123.0,4.986583501008697,1.215815878253255,1.0
9.57852672095804,-1.4381446834220584,14.680513233180616,119.0,50.42424592218596,3.370443652451815,18.08919629589287,1.6749128407321001,115.0,3.19293952721611,0.9672339443686397,1.0
2.953341317923247,-0.3383735788282761,-0.8037264416125218,124.0,29.407445560264534,2.0458993013794515,6.372085975571702,0.8802637860461286,119.0,5.503482216060613,1.3246420436043251,1.0
9.337123455240969,-0.6380443229144955,1.2779151523442493,127.0,-13.244429465350574,8.096650205347668,6.0581039346460805,-0.940307263222669,101.0,6.28520934599201,1.8409684338716752,1.0
-1.2575449416555489,-0.33269368920978737,8.592136893947032,119.0,24.36058864539828,6.910313479169615,15.717038195198917,-0.2850992098215559,129.0,7.398626586136189,1.1726294905263253,1.0
0.30335271589081136,0.35995684363553054,13.957839389322018,122.0,30.986041834908022,5.807590066477884,-2.481005888284768,-0.528527011375639,120.0,6.938349390047971,0.0,0.0
5.968914139152352,1.1753024848346127,17.544634557722553,112.0,20.674274612705837,2.6057486555629836,25.12162023088534,0.6961504824843276,126.0,0.5527420772708203,1.063205234553093,0.0
-0.17336429250358298,-0.7850138785456867,10.096889606159818,122.0,19.599255441458908,7.228817190443003,21.940763841068,0.7324254524582084,114.0,4.201255151329569,0.0,0.0
-0.009375107666317106,-0.974665904097421,8.320683108568812,105.0,56.1626008123353,8.825794638732688,15.072580084664247,-0.22299622821928092,119.0,6.187347523358408,1.505296160424283,1.0
2.1255591552193875,0.11918580532322973,19.887960589152357,119.0,26.419498834040446,6.44088019975201,6.071035059011775,-2.1930542668431006,110.0,2.824931335843779,2.0261178227843835,1.0
5.2560137663447435,-1.0322601998268093,15.538844954987479,112.0,32.41489084546723,4.2685287256788484,18.147692600042642,0.05238662361108632,111.0,8.946559992551675,1.2398701553422276,1.0
0.5031572211971693,-0.5139923635994922,6.115225068267616,121.0,31.083910870125237,5.467303294978034,17.00052944655284,-0.5051111877970496,130.0,1.4516388299557357,0.8234159289179868,0.0
-1.479113611413485,-0.6168633691665212,5.985046807660978,124.0,67.04513334382945,2.2652686512784044,1.6327702838935103,0.053442923696242164,120.0,4.68328443518765,1.3425653973681682,1.0
0.1827887382414577,2.5174055547431866,15.405988341014435,128.0,63.07471594549902,4.846423440026596,24.129392528861672,3.202588487449468,111.0,3.017350214948322,0.05509040709569854,1.0
2.8156935381221544,-0.26099662138594387,10.511726334224168,118.0,51.43888822225692,-0.5173226729847245,16.106258558167056,0.6499229066971798,131.0,-0.11636853657686208,0.0,0.0
-0.6094961067179732,-0.8164160359862774,11.402985086175137,128.0,-19.433602926231384,6.827345198372683,13.941794615999221,-1.8264448042679085,125.0,-0.3634865571379162,1.7478676123516295,1.0
-1.8252144001831692,0.1401846895820662,0.5291111746432691,121.0,19.52237811542725,7.357363219672635,11.012931014454763,0.05548599519636272,121.0,5.439604727991645,1.8729719128883744,1.0
8.46797059612641,-1.5903573092381738,-3.1296167349051274,127.0,56.14949938623167,-1.865113247898924,-5.310976441219061,-0.895252286480433,119.0,4.6124516805576,1.6191687061963422,1.0
1.3779564904649209,0.5387699225105661,4.529089879377345,109.0,94.13504570387431,6.4133137472635475,15.701869816388085,-0.8625124652996653,130.0,-0.628741808721895,0.9932379465597327,1.0
2.0333241688215207,-3.0049427678396143,7.0417484448574825,112.0,46.44576292971017,2.4356415198759658,20.18014742278182,-0.22284400095370505,121.0,4.607978296123779,0.8721330327872803,0.0
